+34743928044,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34713056358,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34785626067,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34721565564,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34706266366,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34743288001,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34717316443,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34719307815,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34737216810,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34785205660,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34746312032,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34719389956,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34786799373,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34711169877,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34786373470,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34711694874,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34717791802,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34787757305,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34735382514,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34731567564,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34718648264,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34781649927,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34711798530,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34733380759,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34749897989,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34703747112,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34782620433,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34704123553,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34742160131,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34718407364,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34735274089,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34745613505,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34700590155,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34709450872,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34706067674,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34709528078,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34707174540,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34783614329,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34742340168,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34788368254,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34726310885,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34712161542,True,|('Atlantic/Canary', 'Europe/Madrid')|,Yoigo,Spain
+34741666763,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34701759460,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34781844211,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34716133300,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34746103604,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34730265571,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34723237105,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34737921379,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
