+34863117720,True,|('Europe/Madrid',)|,,Valencia
+34872731301,True,|('Europe/Madrid',)|,,Gerona
+34882909573,True,|('Europe/Madrid',)|,,Lugo
+34811515901,True,|('Europe/Madrid',)|,,Madrid
+34868614612,True,|('Europe/Madrid',)|,,Murcia
+34864605453,True,|('Europe/Madrid',)|,,Castellón
+34850055670,True,|('Europe/Madrid',)|,,Almería
+34851169441,True,|('Europe/Madrid',)|,,Málaga
+34859740868,True,|('Europe/Madrid',)|,,Huelva
+34856398482,True,|('Europe/Madrid',)|,,Cádiz
+34849091807,True,|('Europe/Madrid',)|,,Guadalajara
+34838049459,True,|('Europe/Madrid',)|,,Barcelona
+34854806916,True,|('Europe/Madrid',)|,,Seville
+34847786324,True,|('Europe/Madrid',)|,,Burgos
+34867108216,True,|('Europe/Madrid',)|,,Albacete
+34866032633,True,|('Europe/Madrid',)|,,Alicante
+34863296327,True,|('Europe/Madrid',)|,,Valencia
+34861913033,True,|('Europe/Madrid',)|,,Valencia
+34832042539,True,|('Europe/Madrid',)|,,Barcelona
+34803275832,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34848107654,True,|('Europe/Madrid',)|,,Navarre
+34887030031,True,|('Europe/Madrid',)|,,León
+34823580674,True,|('Europe/Madrid',)|,,Salamanca
+34830959846,True,|('Europe/Madrid',)|,,Barcelona
+34864627136,True,|('Europe/Madrid',)|,,Castellón
+34819161117,True,|('Europe/Madrid',)|,,Madrid
+34864416601,True,|('Europe/Madrid',)|,,Castellón
+34812388073,True,|('Europe/Madrid',)|,,Madrid
+34845090545,True,|('Europe/Madrid',)|,,Araba
+34868124305,True,|('Europe/Madrid',)|,,Murcia
+34885719814,True,|('Europe/Madrid',)|,,Asturias
+34877523818,True,|('Europe/Madrid',)|,,Tarragona
+34825603531,True,|('Europe/Madrid',)|,,Toledo
+34885771590,True,|('Europe/Madrid',)|,,Asturias
+34845063819,True,|('Europe/Madrid',)|,,Araba
+34833581709,True,|('Europe/Madrid',)|,,Barcelona
+34874201586,True,|('Europe/Madrid',)|,,Huesca
+34856551019,True,|('Europe/Madrid',)|,,Cádiz
+34832078098,True,|('Europe/Madrid',)|,,Barcelona
+34847416746,True,|('Europe/Madrid',)|,,Burgos
+34836900167,True,|('Europe/Madrid',)|,,Barcelona
+34828474015,True,|('Atlantic/Canary',)|,,Las Palmas
+34855544081,True,|('Europe/Madrid',)|,,Seville
+34864067616,True,|('Europe/Madrid',)|,,Castellón
+34860279805,True,|('Europe/Madrid',)|,,Valencia
+34822695978,True,|('Atlantic/Canary',)|,,Tenerife
+34879585288,True,|('Europe/Madrid',)|,,Palencia
