+34642409952,True,|('Atlantic/Canary', 'Europe/Madrid')|,DigiMobil,Spain
+34674664369,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34699942697,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34650080071,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34652936288,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34616186287,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34615722573,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34678026427,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34662008315,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34662758893,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34630776239,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34667268895,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34633522211,True,|('Atlantic/Canary', 'Europe/Madrid')|,Yoigo,Spain
+34644090989,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34687082501,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34632475117,True,|('Atlantic/Canary', 'Europe/Madrid')|,Lycamobile,Spain
+34694227171,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34688423242,True,|('Atlantic/Canary', 'Europe/Madrid')|,Yoigo,Spain
+34618793867,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34680312998,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34681204131,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34603006995,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34643592325,True,|('Atlantic/Canary', 'Europe/Madrid')|,DigiMobil,Spain
+34612888999,True,|('Atlantic/Canary', 'Europe/Madrid')|,Syma,Spain
+34646209490,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34621547325,True,|('Atlantic/Canary', 'Europe/Madrid')|,Republica Movil,Spain
+34659869336,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34644210281,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34617829550,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34696179359,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34679116371,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34660216766,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34663121657,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34649822101,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34698371681,True,|('Atlantic/Canary', 'Europe/Madrid')|,Yoigo,Spain
+34656606457,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34686151358,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34666316782,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34602696425,True,|('Atlantic/Canary', 'Europe/Madrid')|,Lebara,Spain
+34629039399,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34630307864,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34634303399,True,|('Atlantic/Canary', 'Europe/Madrid')|,Carrier Enabler,Spain
+34655471518,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34660524027,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34623272351,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34635240832,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34693192872,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34630712037,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34608276510,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34646083840,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34654118818,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34634208167,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34692435165,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34657905419,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34643290027,True,|('Atlantic/Canary', 'Europe/Madrid')|,DigiMobil,Spain
+34685527109,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34650766287,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34623738234,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34619873864,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34616344719,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34603784952,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34699895843,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34655517334,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34651691913,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34605055907,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34602869307,True,|('Atlantic/Canary', 'Europe/Madrid')|,Lycamobile,Spain
+34639338857,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34683277186,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34623871269,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34613671511,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34686551324,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34663160632,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34617219743,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34625494356,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34680831713,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34628296477,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34600451434,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34695088363,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34656652499,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34632033783,True,|('Atlantic/Canary', 'Europe/Madrid')|,Lycamobile,Spain
+34678315202,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34626193555,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34653156920,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34681121411,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34679872981,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34622335424,True,|('Atlantic/Canary', 'Europe/Madrid')|,Yoigo,Spain
+34638305194,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34608062488,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34675049949,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34680454722,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34632161669,True,|('Atlantic/Canary', 'Europe/Madrid')|,Lycamobile,Spain
+34615781270,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34683479972,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34603991858,True,|('Atlantic/Canary', 'Europe/Madrid')|,Lebara,Spain
+34695098248,True,|('Atlantic/Canary', 'Europe/Madrid')|,Orange,Spain
+34610673986,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34621335732,True,|('Atlantic/Canary', 'Europe/Madrid')|,Republica Movil,Spain
+34623735035,True,|('Atlantic/Canary', 'Europe/Madrid')|,,Spain
+34664894300,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
+34608609888,True,|('Atlantic/Canary', 'Europe/Madrid')|,Movistar,Spain
+34697792968,True,|('Atlantic/Canary', 'Europe/Madrid')|,Vodafone,Spain
